cluster,hostID,isoID,species
clust_1,unknown?,Ck-001,Chicken
clust_1,,Ck-035,Chicken
clust_1,,Ck-036,Chicken
clust_1,11049,Cw-099,Cow
clust_1,12032,Cw-1066,Cow
clust_1,11040,Cw-108,Cow
clust_1,12222,Cw-1147,Cow
clust_1,12222,Cw-1148,Cow
clust_1,11013,Cw-117,Cow
clust_1,12014,Cw-1173,Cow
clust_1,11013,Cw-118,Cow
clust_1,12007,Cw-1182,Cow
clust_1,11038,Cw-119,Cow
clust_1,12027,Cw-1200,Cow
clust_1,12008,Cw-1203,Cow
clust_1,12012,Cw-1206,Cow
clust_1,12031,Cw-1208,Cow
clust_1,12026,Cw-1210,Cow
clust_1,12079,Cw-1219,Cow
clust_1,12055,Cw-1230,Cow
clust_1,12057,Cw-1233,Cow
clust_1,12081,Cw-1243,Cow
clust_1,12077,Cw-1270,Cow
clust_1,12063,Cw-1281,Cow
clust_1,12129,Cw-1288,Cow
clust_1,12116,Cw-1289,Cow
clust_1,12136,Cw-1292,Cow
clust_1,12126,Cw-1295,Cow
clust_1,12126,Cw-1296,Cow
clust_1,12121,Cw-1323,Cow
clust_1,12125,Cw-1332,Cow
clust_1,12109,Cw-1343,Cow
clust_1,12118,Cw-1347,Cow
clust_1,12192,Cw-1367,Cow
clust_1,12179,Cw-1370,Cow
clust_1,12172,Cw-1374,Cow
clust_1,12173,Cw-1380,Cow
clust_1,12169,Cw-1388,Cow
clust_1,12190,Cw-1402,Cow
clust_1,12164,Cw-1411,Cow
clust_1,12177,Cw-1415,Cow
clust_1,12177,Cw-1416,Cow
clust_1,12219,Cw-1418,Cow
clust_1,11077,Cw-143,Cow
clust_1,12233,Cw-1431,Cow
clust_1,11077,Cw-144,Cow
clust_1,12234,Cw-1441,Cow
clust_1,12228,Cw-1448,Cow
clust_1,12230,Cw-1460,Cow
clust_1,12255,Cw-1477,Cow
clust_1,12255,Cw-1478,Cow
clust_1,12262,Cw-1507,Cow
clust_1,12262,Cw-1508,Cow
clust_1,12253,Cw-1519,Cow
clust_1,12253,Cw-1520,Cow
clust_1,11089,Cw-154,Cow
clust_1,12112,Cw-1541,Cow
clust_1,13468,Cw-1599,Cow
clust_1,13468,Cw-1609,Cow
clust_1,11070,Cw-172,Cow
clust_1,13468,Cw-1735,Cow
clust_1,11058,Cw-174,Cow
clust_1,11063,Cw-178,Cow
clust_1,13392,Cw-1839,Cow
clust_1,11228,Cw-215,Cow
clust_1,11228,Cw-216,Cow
clust_1,11216,Cw-241,Cow
clust_1,11224,Cw-242,Cow
clust_1,11145,Cw-299,Cow
clust_1,11295,Cw-324,Cow
clust_1,11254,Cw-338,Cow
clust_1,11259,Cw-361,Cow
clust_1,11259,Cw-362,Cow
clust_1,11277,Cw-370,Cow
clust_1,11108,Cw-389,Cow
clust_1,11108,Cw-390,Cow
clust_1,11218,Cw-396,Cow
clust_1,11051,Cw-431,Cow
clust_1,11036,Cw-457,Cow
clust_1,11019,Cw-464,Cow
clust_1,11040,Cw-472,Cow
clust_1,11045,Cw-473,Cow
clust_1,11045,Cw-474,Cow
clust_1,11007,Cw-475,Cow
clust_1,11007,Cw-476,Cow
clust_1,11032,Cw-477,Cow
clust_1,11032,Cw-478,Cow
clust_1,11004,Cw-479,Cow
clust_1,11047,Cw-482,Cow
clust_1,11046,Cw-483,Cow
clust_1,11030,Cw-488,Cow
clust_1,11031,Cw-491,Cow
clust_1,11031,Cw-492,Cow
clust_1,11037,Cw-494,Cow
clust_1,11020,Cw-500,Cow
clust_1,11038,Cw-501,Cow
clust_1,11022,Cw-510,Cow
clust_1,11014,Cw-518,Cow
clust_1,11010,Cw-521,Cow
clust_1,11060,Cw-523,Cow
clust_1,11060,Cw-524,Cow
clust_1,11056,Cw-527,Cow
clust_1,11088,Cw-530,Cow
clust_1,11052,Cw-531,Cow
clust_1,11052,Cw-532,Cow
clust_1,11080,Cw-546,Cow
clust_1,11053,Cw-550,Cow
clust_1,11067,Cw-551,Cow
clust_1,11061,Cw-553,Cow
clust_1,11062,Cw-555,Cow
clust_1,11062,Cw-556,Cow
clust_1,11057,Cw-557,Cow
clust_1,11057,Cw-558,Cow
clust_1,11070,Cw-578,Cow
clust_1,11059,Cw-581,Cow
clust_1,11081,Cw-583,Cow
clust_1,11081,Cw-584,Cow
clust_1,11073,Cw-587,Cow
clust_1,11073,Cw-588,Cow
clust_1,11085,Cw-591,Cow
clust_1,11208,Cw-608,Cow
clust_1,11212,Cw-620,Cow
clust_1,11238,Cw-621,Cow
clust_1,11238,Cw-622,Cow
clust_1,11228,Cw-631,Cow
clust_1,11228,Cw-632,Cow
clust_1,11217,Cw-635,Cow
clust_1,11226,Cw-642,Cow
clust_1,11224,Cw-649,Cow
clust_1,11224,Cw-650,Cow
clust_1,11225,Cw-654,Cow
clust_1,11214,Cw-659,Cow
clust_1,11214,Cw-660,Cow
clust_1,11232,Cw-665,Cow
clust_1,11232,Cw-666,Cow
clust_1,11116,Cw-670,Cow
clust_1,11115,Cw-677,Cow
clust_1,11106,Cw-695,Cow
clust_1,11108,Cw-703,Cow
clust_1,11108,Cw-704,Cow
clust_1,11287,Cw-715,Cow
clust_1,11287,Cw-716,Cow
clust_1,11281,Cw-719,Cow
clust_1,11282,Cw-724,Cow
clust_1,11291,Cw-725,Cow
clust_1,11291,Cw-726,Cow
clust_1,11295,Cw-727,Cow
clust_1,11318,Cw-732,Cow
clust_1,11279,Cw-742,Cow
clust_1,11254,Cw-743,Cow
clust_1,11254,Cw-744,Cow
clust_1,11278,Cw-747,Cow
clust_1,11290,Cw-752,Cow
clust_1,11297,Cw-753,Cow
clust_1,11297,Cw-754,Cow
clust_1,11258,Cw-755,Cow
clust_1,11258,Cw-756,Cow
clust_1,11294,Cw-757,Cow
clust_1,11280,Cw-763,Cow
clust_1,11280,Cw-764,Cow
clust_1,11204,Cw-782,Cow
clust_1,11041,Cw-785,Cow
clust_1,12162,Cw-826,Cow
clust_1,12251,Cw-922,Cow
clust_1,12264,Cw-945,Cow
clust_1,12269,Cw-954,Cow
clust_1,12062,Cw-971,Cow
clust_1,12062,Cw-972,Cow
clust_1,12065,Cw-977,Cow
clust_1,WL-5,Dg-030,Coyote
clust_1,Trix,Dg-131,Dog
clust_1,Trix,Dg-132,Dog
clust_1,30,Ho-059,Horse
clust_1,17,Hu-045,Human
clust_1,18,Hu-046,Human
clust_1,Subject J,Hu-2039,Human
clust_1,Subject J,Hu-2040,Human
clust_1,Subject J,Hu-2053,Human
clust_1,Subject J,Hu-2061,Human
clust_1,Subject J,Hu-2077,Human
clust_1,Subject J,Hu-2083,Human
clust_1,Subject J,Hu-2086,Human
clust_1,Subject J,Hu-2092,Human
clust_1,Subject A,Hu-523,Human
clust_1,Subject A,Hu-524,Human
clust_1,Subject A,Hu-525,Human
clust_1,Subject A,Hu-526,Human
clust_1,Subject A,Hu-527,Human
clust_1,Subject A,Hu-528,Human
clust_1,Subject A,Hu-529,Human
clust_1,Subject A,Hu-530,Human
clust_1,Subject A,Hu-531,Human
clust_1,Subject A,Hu-532,Human
clust_1,Subject A,Hu-533,Human
clust_1,Subject A,Hu-534,Human
clust_1,Subject A,Hu-535,Human
clust_1,Subject A,Hu-581,Human
clust_1,Subject A,Hu-582,Human
clust_1,Subject A,Hu-583,Human
clust_1,Subject A,Hu-584,Human
clust_1,Subject A,Hu-585,Human
clust_1,Subject A,Hu-586,Human
clust_1,Subject A,Hu-587,Human
clust_1,Subject A,Hu-588,Human
clust_1,Subject A,Hu-589,Human
clust_1,Subject A,Hu-590,Human
clust_1,Subject A,Hu-591,Human
clust_1,Subject A,Hu-592,Human
clust_1,Subject A,Hu-593,Human
clust_1,Subject A,Hu-594,Human
clust_1,Subject A,Hu-595,Human
clust_1,Subject A,Hu-596,Human
clust_1,Subject A,Hu-597,Human
clust_1,Subject A,Hu-598,Human
clust_1,Subject A,Hu-599,Human
clust_1,Subject A,Hu-600,Human
clust_1,Subject A,Hu-601,Human
clust_1,Subject A,Hu-602,Human
clust_1,Subject A,Hu-603,Human
clust_1,Subject A,Hu-604,Human
clust_1,Subject A,Hu-605,Human
clust_1,Subject A,Hu-606,Human
clust_1,Subject A,Hu-607,Human
clust_1,Subject A,Hu-608,Human
clust_1,Subject A,Hu-609,Human
clust_1,Subject A,Hu-610,Human
clust_1,Subject A,Hu-611,Human
clust_1,Subject A,Hu-612,Human
clust_1,Subject A,Hu-613,Human
clust_1,Subject A,Hu-614,Human
clust_1,Subject A,Hu-615,Human
clust_1,Subject A,Hu-616,Human
clust_1,Subject A,Hu-617,Human
clust_1,Subject A,Hu-618,Human
clust_1,Subject A,Hu-619,Human
clust_1,Subject A,Hu-620,Human
clust_1,Subject A,Hu-621,Human
clust_1,Subject A,Hu-622,Human
clust_1,Subject A,Hu-623,Human
clust_1,Subject A,Hu-624,Human
clust_1,Subject A,Hu-625,Human
clust_1,Subject A,Hu-626,Human
clust_1,Subject A,Hu-627,Human
clust_1,Subject A,Hu-628,Human
clust_1,Subject A,Hu-629,Human
clust_1,Subject A,Hu-630,Human
clust_1,Subject A,Hu-631,Human
clust_1,Subject A,Hu-632,Human
clust_1,Subject A,Hu-633,Human
clust_1,Subject A,Hu-634,Human
clust_1,Subject A,Hu-635,Human
clust_1,Subject A,Hu-636,Human
clust_1,Subject A,Hu-637,Human
clust_1,Subject A,Hu-638,Human
clust_1,Subject A,Hu-639,Human
clust_1,Subject A,Hu-640,Human
clust_1,Subject A,Hu-641,Human
clust_1,Subject A,Hu-642,Human
clust_1,Subject A,Hu-643,Human
clust_1,Subject A,Hu-644,Human
clust_1,Subject A,Hu-645,Human
clust_1,Subject A,Hu-647,Human
clust_1,Subject A,Hu-648,Human
clust_1,Subject A,Hu-650,Human
clust_1,Subject A,Hu-651,Human
clust_1,Subject A,Hu-652,Human
clust_1,Subject A,Hu-653,Human
clust_1,Subject A,Hu-654,Human
clust_1,Subject A,Hu-655,Human
clust_1,Subject A,Hu-656,Human
clust_1,Subject A,Hu-657,Human
clust_1,Subject A,Hu-658,Human
clust_1,Subject A,Hu-662,Human
clust_1,Subject A,Hu-663,Human
clust_1,Subject A,Hu-664,Human
clust_1,Subject A,Hu-665,Human
clust_1,Subject A,Hu-666,Human
clust_1,Subject A,Hu-668,Human
clust_1,Subject A,Hu-669,Human
clust_1,Subject A,Hu-670,Human
clust_1,Subject A,Hu-671,Human
clust_1,Subject A,Hu-672,Human
clust_1,Subject A,Hu-673,Human
clust_1,Subject A,Hu-674,Human
clust_1,Subject A,Hu-675,Human
clust_1,Subject A,Hu-676,Human
clust_1,Subject A,Hu-677,Human
clust_1,Subject A,Hu-678,Human
clust_1,Subject A,Hu-679,Human
clust_1,Subject A,Hu-681,Human
clust_1,Subject A,Hu-682,Human
clust_1,Subject A,Hu-684,Human
clust_1,Subject A,Hu-685,Human
clust_1,Subject A,Hu-686,Human
clust_1,Subject A,Hu-687,Human
clust_1,Subject A,Hu-688,Human
clust_1,Subject A,Hu-689,Human
clust_1,Subject A,Hu-690,Human
clust_1,Subject A,Hu-691,Human
clust_1,Subject A,Hu-692,Human
clust_1,Subject A,Hu-693,Human
clust_1,Subject A,Hu-694,Human
clust_1,Subject A,Hu-695,Human
clust_1,Subject A,Hu-696,Human
clust_1,Subject A,Hu-697,Human
clust_1,Subject A,Hu-698,Human
clust_1,Subject A,Hu-699,Human
clust_1,Subject A,Hu-700,Human
clust_1,Subject A,Hu-701,Human
clust_1,Subject A,Hu-702,Human
clust_1,Subject A,Hu-703,Human
clust_1,Subject A,Hu-704,Human
clust_1,Subject A,Hu-705,Human
clust_1,Subject A,Hu-706,Human
clust_1,Subject A,Hu-707,Human
clust_1,Subject A,Hu-708,Human
clust_1,Subject A,Hu-709,Human
clust_1,Subject A,Hu-710,Human
clust_1,Subject A,Hu-712,Human
clust_1,Subject A,Hu-713,Human
clust_1,Subject A,Hu-714,Human
clust_1,Subject A,Hu-715,Human
clust_1,Subject A,Hu-716,Human
clust_1,Subject A,Hu-717,Human
clust_1,Subject A,Hu-718,Human
clust_1,Subject A,Hu-719,Human
clust_1,Subject A,Hu-720,Human
clust_1,Subject A,Hu-721,Human
clust_1,Subject A,Hu-722,Human
clust_1,Subject A,Hu-723,Human
clust_1,Subject A,Hu-724,Human
clust_1,Subject A,Hu-725,Human
clust_1,Subject A,Hu-726,Human
clust_1,Subject A,Hu-727,Human
clust_1,Subject A,Hu-728,Human
clust_1,Subject A,Hu-729,Human
clust_1,Subject A,Hu-731,Human
clust_1,Subject A,Hu-733,Human
clust_1,Subject A,Hu-734,Human
clust_1,Subject A,Hu-737,Human
clust_1,Subject A,Hu-738,Human
clust_1,16,Pg-032,Pigeon
clust_1,46,Pg-091,Pigeon
clust_1,46,Pg-092,Pigeon
clust_1,87,Pg-174,Pigeon
clust_1,92,Pg-183,Pigeon
clust_1,2,Rt-006,Ground Squirrel
clust_1,8,Rt-043,Ground Squirrel
clust_1,8,Rt-044,Ground Squirrel
clust_1,13,Sp-025,Sheep
clust_1,22,Sp-043,Sheep
clust_1,42,Sp-083,Sheep
clust_1,tag13,Sw-016,Pig
clust_1,tag33,Sw-017,Pig
clust_1,tag35,Sw-021,Pig
clust_1,tag35,Sw-022,Pig
clust_1,43,Sw-033,Pig
clust_1,43,Sw-034,Pig
clust_1,49-38,Sw-038,Pig
clust_2,3,Hu-024,Human
clust_2,29,Hu-061,Human
clust_2,Subject A,Hu-1105,Human
clust_2,Subject A,Hu-1106,Human
clust_2,Subject A,Hu-1107,Human
clust_2,Subject A,Hu-1108,Human
clust_2,Subject A,Hu-1109,Human
clust_2,Subject A,Hu-1110,Human
clust_2,Subject A,Hu-1111,Human
clust_2,Subject A,Hu-1112,Human
clust_2,Subject A,Hu-1113,Human
clust_2,Subject A,Hu-1114,Human
clust_2,Subject A,Hu-1115,Human
clust_2,Subject A,Hu-1116,Human
clust_2,Subject A,Hu-1117,Human
clust_2,Subject A,Hu-1118,Human
clust_2,Subject A,Hu-1119,Human
clust_2,Subject A,Hu-1135,Human
clust_2,Subject A,Hu-1137,Human
clust_2,Subject A,Hu-1138,Human
clust_2,Subject A,Hu-1139,Human
clust_2,Subject A,Hu-1140,Human
clust_2,Subject A,Hu-1141,Human
clust_2,Subject A,Hu-1142,Human
clust_2,Subject A,Hu-1143,Human
clust_2,Subject A,Hu-1145,Human
clust_2,Subject A,Hu-1146,Human
clust_2,Subject A,Hu-1147,Human
clust_2,Subject A,Hu-1148,Human
clust_2,Subject A,Hu-1149,Human
clust_2,Subject A,Hu-1150,Human
clust_2,Subject A,Hu-1151,Human
clust_2,Subject A,Hu-1198,Human
clust_2,Subject A,Hu-1199,Human
clust_2,Subject A,Hu-1200,Human
clust_2,Subject A,Hu-1201,Human
clust_2,Subject A,Hu-1202,Human
clust_2,Subject A,Hu-1203,Human
clust_2,Subject A,Hu-1204,Human
clust_2,Subject A,Hu-1205,Human
clust_2,Subject A,Hu-1206,Human
clust_2,Subject A,Hu-1207,Human
clust_2,Subject A,Hu-1208,Human
clust_2,Subject A,Hu-1209,Human
clust_2,Subject A,Hu-1210,Human
clust_2,Subject A,Hu-1211,Human
clust_2,Subject A,Hu-1212,Human
clust_2,Subject A,Hu-1213,Human
clust_2,Subject A,Hu-1215,Human
clust_2,Subject A,Hu-1216,Human
clust_2,Subject A,Hu-1217,Human
clust_2,Subject A,Hu-1218,Human
clust_2,Subject A,Hu-1219,Human
clust_2,Subject A,Hu-1220,Human
clust_2,Subject A,Hu-1221,Human
clust_2,Subject A,Hu-1222,Human
clust_2,Subject A,Hu-1223,Human
clust_2,Subject A,Hu-1224,Human
clust_2,Subject A,Hu-1225,Human
clust_2,Subject A,Hu-1226,Human
clust_2,Subject A,Hu-1227,Human
clust_2,Subject A,Hu-1228,Human
clust_2,Subject A,Hu-1230,Human
clust_2,Subject A,Hu-1231,Human
clust_2,Subject A,Hu-1232,Human
clust_2,Subject A,Hu-1233,Human
clust_2,Subject A,Hu-1234,Human
clust_2,Subject A,Hu-1235,Human
clust_2,Subject A,Hu-1236,Human
clust_2,Subject A,Hu-1237,Human
clust_2,Subject A,Hu-1238,Human
clust_2,Subject A,Hu-1239,Human
clust_2,Subject A,Hu-1240,Human
clust_2,Subject A,Hu-1241,Human
clust_2,Subject A,Hu-1242,Human
clust_2,Subject A,Hu-1243,Human
clust_2,Subject A,Hu-1244,Human
clust_2,Subject A,Hu-1245,Human
clust_2,Subject A,Hu-1246,Human
clust_2,Subject A,Hu-1247,Human
clust_2,Subject A,Hu-1248,Human
clust_2,Subject A,Hu-1249,Human
clust_2,Subject B,Hu-125,Human
clust_2,Subject A,Hu-1250,Human
clust_2,Subject A,Hu-1251,Human
clust_2,Subject A,Hu-1252,Human
clust_2,Subject A,Hu-1253,Human
clust_2,Subject A,Hu-1254,Human
clust_2,Subject A,Hu-1255,Human
clust_2,Subject A,Hu-1256,Human
clust_2,Subject A,Hu-1257,Human
clust_2,Subject A,Hu-1258,Human
clust_2,Subject A,Hu-1259,Human
clust_2,Subject A,Hu-1260,Human
clust_2,Subject A,Hu-1261,Human
clust_2,Subject A,Hu-1262,Human
clust_2,Subject A,Hu-1263,Human
clust_2,Subject A,Hu-1264,Human
clust_2,Subject A,Hu-1265,Human
clust_2,Subject A,Hu-1266,Human
clust_2,Subject A,Hu-1267,Human
clust_2,Subject A,Hu-1268,Human
clust_2,Subject A,Hu-1269,Human
clust_2,Subject A,Hu-1271,Human
clust_2,Subject A,Hu-1272,Human
clust_2,Subject A,Hu-1273,Human
clust_2,Subject A,Hu-1274,Human
clust_2,Subject A,Hu-1275,Human
clust_2,Subject A,Hu-1276,Human
clust_2,Subject A,Hu-1277,Human
clust_2,Subject A,Hu-1278,Human
clust_2,Subject A,Hu-1279,Human
clust_2,Subject C,Hu-1306,Human
clust_2,Subject C,Hu-1308,Human
clust_2,Subject C,Hu-1309,Human
clust_2,Subject C,Hu-1310,Human
clust_2,Subject C,Hu-1311,Human
clust_2,Subject C,Hu-1328,Human
clust_2,Subject C,Hu-1330,Human
clust_2,Subject C,Hu-1331,Human
clust_2,Subject C,Hu-1332,Human
clust_2,Subject C,Hu-1334,Human
clust_2,Subject C,Hu-1335,Human
clust_2,Subject C,Hu-1337,Human
clust_2,Subject C,Hu-1338,Human
clust_2,Subject C,Hu-1339,Human
clust_2,Subject C,Hu-1340,Human
clust_2,Subject C,Hu-1341,Human
clust_2,Subject C,Hu-1342,Human
clust_2,Subject C,Hu-1343,Human
clust_2,Subject C,Hu-1344,Human
clust_2,Subject C,Hu-1345,Human
clust_2,Subject C,Hu-1350,Human
clust_2,Subject C,Hu-1352,Human
clust_2,76,Hu-137,Human
clust_2,Subject C,Hu-1378,Human
clust_2,Subject C,Hu-1381,Human
clust_2,Subject C,Hu-1382,Human
clust_2,Subject C,Hu-1384,Human
clust_2,Subject C,Hu-1385,Human
clust_2,Subject C,Hu-1387,Human
clust_2,Subject C,Hu-1390,Human
clust_2,Subject C,Hu-1391,Human
clust_2,Subject C,Hu-1392,Human
clust_2,Subject C,Hu-1393,Human
clust_2,Subject C,Hu-1394,Human
clust_2,Subject C,Hu-1395,Human
clust_2,Subject C,Hu-1396,Human
clust_2,Subject C,Hu-1397,Human
clust_2,Subject C,Hu-1399,Human
clust_2,Subject C,Hu-1402,Human
clust_2,Subject C,Hu-1403,Human
clust_2,Subject C,Hu-1405,Human
clust_2,Subject C,Hu-1406,Human
clust_2,Subject C,Hu-1407,Human
clust_2,Subject C,Hu-1408,Human
clust_2,Subject C,Hu-1409,Human
clust_2,Subject C,Hu-1410,Human
clust_2,Subject C,Hu-1411,Human
clust_2,Subject C,Hu-1412,Human
clust_2,Subject C,Hu-1413,Human
clust_2,Subject C,Hu-1414,Human
clust_2,Subject C,Hu-1415,Human
clust_2,Subject C,Hu-1416,Human
clust_2,Subject C,Hu-1418,Human
clust_2,Subject C,Hu-1419,Human
clust_2,Subject C,Hu-1420,Human
clust_2,Subject C,Hu-1422,Human
clust_2,Subject C,Hu-1424,Human
clust_2,Subject C,Hu-1425,Human
clust_2,89,Hu-156,Human
clust_2,89,Hu-157,Human
clust_2,154,Hu-1625,Human
clust_2,251,Hu-1787,Human
clust_2,251,Hu-1788,Human
clust_2,2675A,Hu-1851,Human
clust_2,2675A,Hu-1852,Human
clust_2,26E16,Hu-1867,Human
clust_2,26E16,Hu-1868,Human
clust_2,111,Hu-229,Human
clust_2,111,Hu-239,Human
clust_2,111,Hu-240,Human
clust_2,107,Hu-241,Human
clust_2,107,Hu-242,Human
clust_2,Subject B,Hu-295,Human
clust_2,Subject B,Hu-309,Human
clust_2,Subject C,Hu-323,Human
clust_2,Subject C,Hu-324,Human
clust_2,Subject C,Hu-325,Human
clust_2,Subject C,Hu-326,Human
clust_2,Subject C,Hu-327,Human
clust_2,Subject C,Hu-328,Human
clust_2,Subject C,Hu-329,Human
clust_2,Subject C,Hu-331,Human
clust_2,Subject C,Hu-332,Human
clust_2,Subject C,Hu-333,Human
clust_2,Subject C,Hu-334,Human
clust_2,Subject C,Hu-335,Human
clust_2,Subject C,Hu-336,Human
clust_2,Subject C,Hu-337,Human
clust_2,Subject B,Hu-364,Human
clust_2,Subject B,Hu-367,Human
clust_2,Subject C,Hu-440,Human
clust_2,Subject C,Hu-441,Human
clust_2,Subject B,Hu-503,Human
clust_2,Subject A,Hu-785,Human
clust_2,Subject A,Hu-786,Human
clust_2,Subject A,Hu-787,Human
clust_2,Subject A,Hu-788,Human
clust_2,Subject A,Hu-789,Human
clust_2,Subject A,Hu-790,Human
clust_2,Subject A,Hu-791,Human
clust_2,Subject A,Hu-793,Human
clust_2,Subject A,Hu-794,Human
clust_2,Subject A,Hu-795,Human
clust_2,Subject A,Hu-796,Human
clust_2,Subject A,Hu-797,Human
clust_2,Subject A,Hu-798,Human
clust_2,Subject A,Hu-799,Human
clust_2,Subject B,Hu-830,Human
clust_2,Subject B,Hu-868,Human
clust_2,Subject B,Hu-869,Human
clust_2,Subject B,Hu-881,Human
clust_2,Subject B,Hu-910,Human
clust_2,Subject B,Hu-913,Human
clust_2,Subject C,Hu-939,Human
clust_2,Subject C,Hu-940,Human
clust_2,Subject C,Hu-941,Human
clust_2,Subject C,Hu-942,Human
clust_2,Subject C,Hu-943,Human
clust_2,Subject C,Hu-944,Human
clust_2,Subject C,Hu-945,Human
clust_2,Subject C,Hu-971,Human
clust_2,Subject C,Hu-972,Human
clust_2,Subject C,Hu-973,Human
clust_2,250-253,Pp-035,Human
clust_2,250-253,Pp-036,Human
clust_2,250-253,Pp-037,Human
clust_2,250-253,Pp-038,Human
clust_2,250-253,Pp-040,Human
clust_2,250-253,Pp-041,Human
clust_2,250-253,Pp-043,Human
clust_2,250-253,Pp-049,Human
clust_2,250-253,Pp-050,Human
clust_2,250-253,Pp-053,Human
clust_2,250-253,Pp-054,Human
clust_2,250-253,Pp-058,Human
clust_2,250-253,Pp-060,Human
clust_3,AV0723,Av-003,Cliff Sparrow
clust_3,AV0723,Av-004,Cliff Sparrow
clust_3,AV0728,Av-009,Cliff Sparrow
clust_3,AV0728,Av-010,Cliff Sparrow
clust_3,PW8,Av-061,Turkey Vulture
clust_3,PW37,Av-095,Pelican
clust_3,unknown?,CW-1868,Cow
clust_3,16,Ck-031,Chicken
clust_3,,Ck-032,Chicken
clust_3,,Ck-033,Chicken
clust_3,11029,Cw-053,Cow
clust_3,12228,Cw-1000,Cow
clust_3,12046,Cw-1002,Cow
clust_3,12047,Cw-1004,Cow
clust_3,12071,Cw-1053,Cow
clust_3,12071,Cw-1054,Cow
clust_3,12072,Cw-1055,Cow
clust_3,12072,Cw-1056,Cow
clust_3,12178,Cw-1115,Cow
clust_3,12178,Cw-1116,Cow
clust_3,12224,Cw-1151,Cow
clust_3,12224,Cw-1152,Cow
clust_3,12176,Cw-1159,Cow
clust_3,12064,Cw-1277,Cow
clust_3,12064,Cw-1278,Cow
clust_3,12187,Cw-1359,Cow
clust_3,12187,Cw-1360,Cow
clust_3,11071,Cw-137,Cow
clust_3,12189,Cw-1377,Cow
clust_3,12189,Cw-1378,Cow
clust_3,11071,Cw-138,Cow
clust_3,11054,Cw-139,Cow
clust_3,11054,Cw-140,Cow
clust_3,11061,Cw-141,Cow
clust_3,12245,Cw-1419,Cow
clust_3,11061,Cw-142,Cow
clust_3,12217,Cw-1449,Cow
clust_3,12226,Cw-1451,Cow
clust_3,12230,Cw-1459,Cow
clust_3,11060,Cw-151,Cow
clust_3,12052,Cw-1534,Cow
clust_3,13392,Cw-1569,Cow
clust_3,13392,Cw-1571,Cow
clust_3,13392,Cw-1573,Cow
clust_3,13392,Cw-1574,Cow
clust_3,13392,Cw-1575,Cow
clust_3,13392,Cw-1576,Cow
clust_3,13392,Cw-1577,Cow
clust_3,13392,Cw-1580,Cow
clust_3,13392,Cw-1581,Cow
clust_3,13392,Cw-1582,Cow
clust_3,13392,Cw-1583,Cow
clust_3,13392,Cw-1584,Cow
clust_3,13392,Cw-1585,Cow
clust_3,13392,Cw-1586,Cow
clust_3,13392,Cw-1588,Cow
clust_3,13392,Cw-1624,Cow
clust_3,13392,Cw-1625,Cow
clust_3,13392,Cw-1626,Cow
clust_3,13392,Cw-1627,Cow
clust_3,13392,Cw-1628,Cow
clust_3,13392,Cw-1629,Cow
clust_3,13392,Cw-1630,Cow
clust_3,13392,Cw-1631,Cow
clust_3,13392,Cw-1632,Cow
clust_3,13392,Cw-1634,Cow
clust_3,13392,Cw-1635,Cow
clust_3,13392,Cw-1636,Cow
clust_3,13392,Cw-1638,Cow
clust_3,13392,Cw-1640,Cow
clust_3,13392,Cw-1641,Cow
clust_3,13392,Cw-1642,Cow
clust_3,13392,Cw-1645,Cow
clust_3,13392,Cw-1647,Cow
clust_3,13392,Cw-1649,Cow
clust_3,13392,Cw-1651,Cow
clust_3,13392,Cw-1654,Cow
clust_3,13392,Cw-1656,Cow
clust_3,13392,Cw-1657,Cow
clust_3,13392,Cw-1659,Cow
clust_3,13392,Cw-1660,Cow
clust_3,13392,Cw-1661,Cow
clust_3,13392,Cw-1662,Cow
clust_3,13392,Cw-1663,Cow
clust_3,13392,Cw-1664,Cow
clust_3,13392,Cw-1665,Cow
clust_3,13392,Cw-1666,Cow
clust_3,13392,Cw-1667,Cow
clust_3,13392,Cw-1668,Cow
clust_3,13392,Cw-1669,Cow
clust_3,13392,Cw-1670,Cow
clust_3,13392,Cw-1671,Cow
clust_3,13392,Cw-1674,Cow
clust_3,13392,Cw-1675,Cow
clust_3,13392,Cw-1676,Cow
clust_3,13392,Cw-1677,Cow
clust_3,13392,Cw-1678,Cow
clust_3,13392,Cw-1680,Cow
clust_3,13392,Cw-1681,Cow
clust_3,13392,Cw-1682,Cow
clust_3,13392,Cw-1683,Cow
clust_3,13392,Cw-1684,Cow
clust_3,13392,Cw-1686,Cow
clust_3,11056,Cw-170,Cow
clust_3,13392,Cw-1756,Cow
clust_3,11073,Cw-176,Cow
clust_3,13392,Cw-1760,Cow
clust_3,13392,Cw-1763,Cow
clust_3,13392,Cw-1764,Cow
clust_3,13392,Cw-1765,Cow
clust_3,11072,Cw-180,Cow
clust_3,11068,Cw-183,Cow
clust_3,13392,Cw-1837,Cow
clust_3,13392,Cw-1859,Cow
clust_3,13392,Cw-1881,Cow
clust_3,13392,Cw-1882,Cow
clust_3,11208,Cw-252,Cow
clust_3,11147,Cw-268,Cow
clust_3,11105,Cw-289,Cow
clust_3,11105,Cw-290,Cow
clust_3,11145,Cw-300,Cow
clust_3,11127,Cw-308,Cow
clust_3,11279,Cw-330,Cow
clust_3,11278,Cw-363,Cow
clust_3,11278,Cw-364,Cow
clust_3,11051,Cw-400,Cow
clust_3,11046,Cw-484,Cow
clust_3,11020,Cw-499,Cow
clust_3,11038,Cw-502,Cow
